DEAL_ID,FROM_CURRENCY,TO_CURRENCY,TIMESTAMP,AMOUNT
rsgwgivk-0114-6j98-a61b-89895z25hlww,EUR,CNY,2021-09-07 23:05:53,54.84
nmrnuqyj-3400-4n14-a48f-94976c31lepo,IDR,PLN,2021-12-19 15:07:28,1.54
vkfoprat-0961-3n45-k90o-62423k37ufjy,UAH,IDR,2021-08-28 19:49:59,4.7
totdyxbw-3627-7g11-l37h-23379q71awma,USD,JPY,2022-02-21 21:08:58,84.24
rjriocon-2354-8o39-c84w-25689l70obqs,PHP,BRL,2022-04-05 18:44:14,82.21
fjymtjpv-3470-4o57-p28y-54720q61jaqt,PLN,HRK,2022-05-27 02:14:51,31.78
pkoayynr-8274-5e63-n07f-01531w06bumx,IRR,CNY,2021-08-31 15:43:57,90.51
mfjvblcy-6000-3w10-r20a-49208p11dvzt,CNY,CNY,2022-06-09 07:15:38,51.5
mnznrrwb-0527-9r12-u38h-68435c12dpfb,XOF,IDR,2022-02-21 00:28:10,85.49
yppjhhmf-7604-1i60-q88w-82889m94yqte,IDR,CNY,2022-05-21 22:01:50,6.23
lvkxloep-7966-0e59-d36r-18810k35udxl,CNY,CNY,2022-06-28 07:45:25,2.96
hlwcvoat-2104-5e21-j49p-19755w30gdpc,USD,CNY,2022-03-05 01:03:30,74.02
irrpavyi-2911-2m88-l22l-40349l14hrzl,IDR,ILS,2021-08-10 23:57:33,75.33
tlvhezew-7002-5h09-o92h-06366o53jbkh,IDR,COP,2021-09-04 07:14:03,1.46
oresxwhk-4186-0m13-k83j-00562b59sqgf,YER,CNY,2022-02-10 06:51:58,50.16
evdhfydt-8434-9p09-g98j-67755n85gxgl,CNY,IDR,2022-05-30 07:10:37,82.98
xkdwashk-7689-2h60-k50f-48579b04berp,IDR,LKR,2022-04-07 16:06:37,35.81
nyocblbq-4271-3w25-d37f-61762f02zyku,CNY,USD,2021-07-25 05:10:23,85.16
wbukmldn-8669-2q40-q94m-70561w15htdh,RUB,IRR,2021-08-09 11:35:42,51.85
sofrlzqt-5354-1j99-k23o-97164w69bisn,COP,CZK,2022-05-11 07:08:06,90.53
yvqdnulj-1838-6o38-v79a-64175l43xedl,UAH,MDL,2021-08-18 15:31:25,2.81
bcsdrydl-9041-6y78-l37p-71761c82weee,CNY,CLP,2021-12-16 14:13:00,82.03
viiaewgt-0941-0z37-h48y-18015q19buos,CNY,CNY,2022-01-08 14:44:07,47.01
lhvvsstr-2593-4x61-v41v-10357z38eepi,CNY,PLN,2022-03-20 02:57:46,54.64
tiygvmwy-1296-5r69-l19f-43811m10wncp,EUR,BRL,2021-12-22 00:34:38,25.92
hqjsakml-0798-7a14-a71v-48767o31lsgz,PHP,EUR,2022-01-11 16:28:55,84.82
wrthqgyt-7557-6h54-p30s-63564h70bjin,PLN,IDR,2022-05-23 21:12:09,29.87
izpqyzaz-5540-1f58-l05e-55373m81yvrf,IRR,EUR,2021-08-15 21:59:19,22.85
rbjrupzp-8282-4m66-z12z-76699g50tdwp,PLN,JPY,2022-05-21 18:31:49,1.45
txmanbxd-0123-2n78-u13h-60001o06zgkg,GTQ,BRL,2021-12-23 01:53:25,35.45
jvjfzsoh-2811-8y96-x24a-42091z08kemp,HNL,EUR,2021-10-13 09:08:17,38.5
pfzogkod-8345-9v14-e49e-57522a33xcuj,CNY,XOF,2022-07-01 20:11:33,1.75
jgskhvho-6401-6z01-i30u-34451v92ibxo,SYP,USD,2021-10-09 00:51:29,99.08
ixeffomx-8384-3s34-m40g-04541m51fdyr,CZK,RUB,2021-11-22 01:16:20,90.74
lhbtcqcu-5693-8o93-w03g-36454c95pwus,VND,BSD,2022-04-16 17:02:52,45.12
bpfqccka-7024-5a38-u70g-68162p05rqho,BOB,IDR,2022-02-21 17:07:56,86.34
zdcnmeng-1078-1n57-t80u-24206q05wygf,IDR,RSD,2022-07-03 02:04:26,68.41
kvxiutur-8311-7w74-m53o-00201w24tbjm,CNY,RUB,2021-11-29 20:18:19,9.02
mfzxgqug-2033-5x97-o90e-75038x79xwhq,SEK,MDL,2022-05-19 06:05:04,72.03
fwtjzlya-1293-2k90-z92s-47173o83hgeo,CNY,THB,2022-04-20 09:30:04,33.3
xytbdxyv-9366-7w39-o77s-40795j16lpbz,CNY,CNY,2021-09-24 20:50:03,10.11
mqssgyev-0361-9f95-i78f-05520m37abwv,IDR,JPY,2021-12-29 17:36:15,67.83
wasvgxlm-2756-5z72-n59h-93890n95yoho,EUR,XOF,2021-08-07 02:39:14,45.66
clmggdaj-6200-5m70-j90o-43068t30ymru,USD,EUR,2022-06-28 13:19:25,87.85
mbegpmjl-0419-7n38-v32f-54858r58jcza,ZMW,CNY,2022-05-15 08:35:17,40.36
smawdtav-6526-8b44-j60n-70995y29nmis,YER,CNY,2022-04-22 20:41:54,86.77
vgcptnga-3224-5i19-q86z-04133q29twmv,UAH,CNY,2022-05-27 06:19:00,9.17
wirmpbfu-8920-6w90-y55x-18153g25ocxl,EUR,BRL,2022-05-14 20:25:42,24.36
qmpjioxc-0561-2a71-q45k-52583u22lhao,USD,IDR,2022-02-23 20:51:43,95.73
giqhnjcd-2948-9a55-y11z-99354s75vnbg,EUR,CNY,2021-11-17 12:00:44,45.85
bietliwu-7433-6w38-t09r-58241g93kezf,BRL,PHP,2021-07-27 00:32:01,19.51
uugrmkoc-6902-9u08-i43l-88066i02muwt,RUB,IRR,2022-02-03 14:25:41,63.59
xrahwius-3397-2w54-x08k-79179v01oxol,RSD,BGN,2021-12-11 01:43:56,2.51
ooixqnrq-9676-5l70-a16n-79565e10ubhm,EUR,CNY,2022-06-18 19:40:40,65.57
jumjpumd-9121-0r13-v43e-86091a74kqrn,RUB,ARS,2021-08-22 13:05:10,41.59
nrsqrmtw-9996-4b28-y77u-26930a30behi,EUR,CNY,2022-02-05 09:22:05,29.48
knqwofiq-0811-5y72-k23u-11669i99knqr,KRW,PYG,2021-12-10 00:57:17,99.47
gfxdfyhm-0246-7o57-u24n-45508f02poqo,THB,CNY,2022-06-17 23:44:59,54.78
glezzakz-1917-5i87-f18k-97438w07oipr,EUR,PLN,2021-08-22 02:03:02,60.28
lnosjqyt-0735-9a16-r68t-68031v14ypax,IDR,CNY,2021-12-12 18:20:58,9.11
dqbsoorw-7177-5j54-k03w-00052n94qguu,PHP,IDR,2022-04-03 14:31:16,27.4
pbjxngzn-9244-9u34-t34j-41559p56rqpa,PHP,IDR,2021-10-08 16:33:02,94.11
oefubfjw-6235-4w19-w74r-30428z71tpfl,EUR,COP,2022-05-13 13:23:14,71.02
duqcjynd-3547-2u63-a11y-48979r20porb,BRL,IDR,2021-12-05 05:33:32,93.06
acefokxi-4529-6u23-f84d-34846l52yxeh,PLN,IQD,2021-10-10 21:39:08,21.75
nedhejol-0551-8y43-t69f-74643o49mdys,IDR,BYR,2021-12-04 00:29:23,6.12
emrkgxgi-4450-0r13-q63m-25227r43sqeb,PHP,MNT,2022-03-30 18:33:33,42.01
ckjmatrn-3549-4r51-x26p-37187u47lwwu,ARS,EUR,2022-02-27 13:11:34,94.29
fhwpwsii-9758-6x70-o11b-83992d56uuxq,DKK,PHP,2021-08-10 15:02:24,93.4
nzhspqso-1910-0s84-p94q-19327m57aqaa,AFN,IDR,2022-03-25 11:37:08,71.39
nmnbsnpk-5464-8o99-m03w-43644b27hgxm,PHP,PLN,2021-09-01 03:39:17,28.18
cvzoditg-3072-7g55-k35d-42897j16rhld,ZAR,THB,2022-05-17 09:57:02,17.8
dqnkytqe-5693-8l30-t02s-54739c53wdjx,CNY,USD,2021-12-16 20:21:32,50.85
hxfnxqjz-5515-0u52-t67z-55622h69vmiz,RUB,CNY,2022-01-17 20:30:14,57.75
xbsbhcmd-4218-2i45-r95x-04176u05omiq,EUR,TZS,2022-05-09 15:41:44,99.9
yjmblpbq-3406-6u19-x10e-24983a17syml,CNY,CUP,2021-09-21 08:49:20,49.93
bnmuuahf-9874-4s34-d91h-67096e48huvj,JPY,EUR,2021-09-17 01:27:57,65.29
ebtgfldb-7087-0u00-l17l-06456s60mhqo,THB,NZD,2021-09-08 14:25:45,90.62
lsxhnbrp-1728-6r48-b25w-36588i78huwf,IDR,CNY,2021-07-29 21:06:30,56.83
gbxnlaof-2965-0l97-x96y-27804p34ofte,RUB,BYR,2021-09-13 14:38:33,37.46
ytsiqqxp-6350-9p75-m63n-63564q23ajnp,CNY,CNY,2021-12-05 22:20:06,82.32
kycbkgua-6488-2x22-o90d-52665q62peqi,PKR,CNY,2021-12-19 00:19:32,34.19
tgfefbyk-3511-2w28-z14u-31466v47fxtj,BRL,CNY,2022-01-08 22:21:39,53.6
bzbchofj-4997-8x53-b28l-25136y71pejx,EUR,CNY,2021-09-21 17:43:48,91.55
yecxaazo-5355-9c68-b85u-79235p20bvea,ISK,CNY,2022-03-15 04:46:12,48.54
yhvmerju-9820-5g98-k71y-24578p52noju,CAD,IDR,2021-11-14 18:17:50,73.04
ncctfjzn-6895-6m48-e79n-97399b20ijuw,RUB,EUR,2022-06-28 04:28:42,80.09
ovkbkjkp-5494-6h39-q91f-38566s39kcty,EUR,SEK,2022-03-22 04:48:00,97.69
otoicfdk-4817-5r65-c56m-40898q54zuwq,CAD,JPY,2022-03-23 14:05:03,7.21
nxaymmsh-4490-7i31-h95k-68849i05wkgv,SEK,CNY,2021-12-18 16:19:03,32.12
vgzxftcu-3861-8v63-e50d-77620b38cfvi,BRL,IDR,2022-02-26 20:46:08,97.12
orjdstvj-0446-4o35-e84j-64084m66fwyv,QAR,ILS,2022-04-29 13:37:33,5.95
glbotsfp-8886-9i10-l84f-11790h19mtgo,HNL,YER,2021-08-05 20:13:45,24.53
ddkkchph-7955-4k43-f64m-51242p48wntc,YER,CZK,2022-06-02 03:48:05,73.24
sclladss-8517-9b88-w62g-19437a58zrlp,RUB,BRL,2022-04-18 03:05:46,79.41
npiegccr-2353-9a48-t94p-38002x30yaxc,USD,IDR,2022-05-27 07:03:17,97.42
diuippcw-8508-1g28-h23n-50374f53vlwa,BRL,PHP,2021-11-26 05:10:40,11.21
bvdnvnms-1723-7l23-h51e-39286i28qipy,EUR,SEK,2022-02-23 11:59:52,55.94
jrxosvbq-7982-3q15-o72u-98752h82fkxe,PHP,MAD,2022-04-10 21:11:25,84.45
pqxptozz-8286-3e47-t37x-08065n01fson,EUR,TZS,2022-02-27 17:57:01,95.89
bxeqbswg-9831-7z91-t69t-80767a15infa,CNY,RUB,2022-01-14 22:49:57,45.52
eefborxx-8254-0r77-e95v-47922o49qxnd,EUR,BRL,2021-11-29 21:16:58,19.73
yujviqkf-3512-7z85-z07b-51811u25myju,IDR,THB,2021-08-08 04:29:38,82.64
yimntswg-3731-0o25-v58y-10270j76vcdp,PYG,PLN,2022-03-26 20:55:06,71.6
jcmvcdip-8032-3t93-x74w-56619o34yxez,PHP,CNY,2021-11-04 10:23:43,67.94
hnlbbtuu-6849-4w30-t22g-54318j37jvjo,RUB,SEK,2022-04-25 07:20:58,53.31
hvryzstd-5254-9q45-r94c-62415l59kbkx,RUB,EUR,2022-04-26 20:21:18,82.11
sxflqgtp-8672-8n46-p57w-83433r53vhgv,KRW,BRL,2021-09-15 01:30:22,16.85
rqsjmwud-2988-6d76-k28v-15344z00tthq,CNY,CNY,2022-03-25 05:20:53,16.08
unrfwxro-9825-2r72-m35d-39468y49wjdm,IDR,XOF,2021-12-14 02:22:55,12.96
arihhpnj-7379-8w14-r25b-17341b22lslo,PHP,USD,2022-07-11 06:26:47,18.95
rxlesofd-7402-6p24-v10s-08912j07rljt,RUB,USD,2022-02-23 00:12:50,86.51
pgsdjfei-4326-1s42-p93w-81021f89vfoi,KZT,PHP,2022-03-09 04:42:16,8.35
encgltcy-0436-7j72-w86t-47757j75jtrb,USD,MYR,2022-04-26 02:35:02,3.37
bseplyaj-8094-6o63-s96s-34154q01dzdq,SEK,CNY,2021-09-02 09:08:17,34.59
swwnwxiu-1301-3j34-c06l-20031s78sckr,CNY,USD,2022-06-18 09:10:54,21.6
zwokndao-8207-3l72-d36f-97833m89hzre,BRL,JMD,2022-02-28 16:37:37,81.37
uqadkzog-7832-5f45-i49n-04806f02jpsl,ARS,CNY,2021-08-07 12:44:02,98.89
cnfszhxb-8913-5t05-f33t-69114c80rclf,MWK,SYP,2022-07-01 07:12:29,44.25
spyauzwr-6327-1r90-m23i-80073a92fwmv,GTQ,PHP,2022-05-03 17:48:29,43.77
iciedroh-6598-7q91-u10c-54753g57uyok,EUR,EUR,2021-11-29 02:18:44,61.04
uhelevdh-9560-5i36-x67n-75777g69abqe,CNY,CNY,2022-04-21 09:04:42,65.45
zdlcnmfe-4732-1w85-g01h-17377c45lukk,CNY,BRL,2021-10-01 04:33:15,80.92
textfszt-7938-8u66-v67r-47426k14cjnt,ALL,JPY,2021-12-28 13:14:32,45.15
efprxron-9985-2o53-e29d-79828l56mady,BRL,PEN,2022-03-03 22:10:53,10.38
gfmeifej-7702-5y72-e12i-62847m26euno,IDR,AOA,2022-04-09 12:25:45,88.91
pcmzeppi-4755-8n21-p33y-00755q91drxx,CNY,RUB,2022-06-25 21:23:44,57.61
fhhovlsl-1913-8y07-h77g-64554b99dcml,EUR,IDR,2021-12-15 08:05:11,28.2
sbycgthi-3133-6f42-b15u-02184d78mfqm,BTN,CNY,2022-03-26 04:55:32,54.7
nhgbdlni-3066-5v13-f05z-07987i21vhzc,EUR,BRL,2022-05-03 19:35:55,13.37
xhkjruxz-9591-0i10-l08l-54017n54toyi,CNY,SAR,2021-07-25 16:18:32,17.26
beajwtqg-8376-7h37-m54u-38423x34bpij,PHP,EGP,2022-04-29 17:14:27,48.15
slmnixmp-7453-8e19-r56o-05350r25rmsk,CZK,KES,2022-05-03 07:19:46,66.65
jpqlcydr-2880-3e48-w76l-61861k86frcm,CNY,HNL,2022-06-10 12:22:06,80.22
xlokjmvx-3411-6m83-k67o-80683b73bqoy,CNY,CNY,2021-10-05 01:28:19,30.7
axoonyfs-7726-9r89-e64x-80504c03ezpo,RUB,CNY,2021-12-02 17:45:45,87.68
pkiygjyl-3056-3q30-n27n-33986l56tmhs,EUR,CNY,2022-04-12 01:12:50,64.95
phintwkx-8786-9s11-w31e-14895e74mspy,THB,CZK,2021-11-16 12:54:05,89.2
xxlcxylf-1063-9q76-x79j-40411d54ahpz,MNT,CNY,2021-11-14 03:16:45,18.84
vhbeomxz-4967-6f55-d87z-17317e79hhjw,EUR,NGN,2022-04-15 08:26:51,65.67
xjvyhobz-2844-4v37-p65a-01028t35nhcm,RUB,DOP,2021-07-26 06:34:32,83.45
tfwvcxxv-6063-2g90-l59t-89586k03chws,BRL,JPY,2021-12-12 15:23:13,40.67
iqdlqnir-5867-7p21-v54m-03612i68anew,IDR,PHP,2022-03-24 12:58:06,46.1
kabrvzcy-6154-3a46-q33o-70286t77edgs,PLN,SEK,2021-07-20 12:38:25,66.03
mxnrwjbg-8230-1i15-e57q-67102u12nsht,CNY,SEK,2022-03-15 04:04:08,92.47
myfwwjmt-7362-9v73-e16y-75067c21qzup,CNY,USD,2021-10-04 04:10:23,74.49
dztfiaem-8644-3g28-k53f-70140w88tczq,USD,XOF,2021-10-01 01:15:39,59.6
chfvchco-4917-6k59-n86i-88243x40wmph,PHP,CNY,2022-02-15 06:53:37,77.77
ftswqvfb-2224-0a78-k97n-48553d93doel,NGN,BRL,2022-07-04 03:59:23,73.94
lukxvpsk-2076-0e99-r09g-89653v64qejz,PHP,CNY,2021-11-04 17:34:50,47.56
ymkcmugi-7179-6q00-m03i-69783u75ybii,CNY,PEN,2021-12-10 00:41:58,83.78
yqazcwhz-9529-1t09-c90j-98536x06pugs,DKK,CNY,2022-05-10 22:00:38,97.42
rawbhtea-4261-8s66-b04b-97693v80hvis,EUR,CNY,2022-06-01 19:23:56,20.77
cpvaqjxi-6636-7u97-k50f-53909w19jgpd,UAH,EUR,2021-12-25 14:58:31,61.28
pgpkckvd-9280-4y26-n55k-47887i49zoor,IDR,SEK,2022-05-25 00:51:27,20.52
neadeozi-6791-4g22-r51k-69182h08klre,EUR,RUB,2022-02-15 18:39:51,59.58
drgybxth-8376-0z72-r15s-48227d71cbeg,NGN,EUR,2021-12-05 09:56:49,35.63
hqmmtyuq-7054-7d34-y91t-69624m95tqcx,CZK,ARS,2022-06-08 23:04:15,52.57
bkyzrrrk-7176-0u99-i03a-49675w67vixx,THB,PLN,2022-01-07 12:38:57,3.49
wttdxasl-1082-7p47-v00a-22857q09vmyi,JPY,IDR,2022-03-11 06:00:38,15.99
tveyecrx-5215-8y88-x38l-89654h31umls,IDR,CNY,2022-02-05 17:39:03,84.25
aqeevhll-2825-3b05-r40o-39900u08goux,CNY,PAB,2021-12-31 19:40:03,31.69
fxrdcyxg-3042-6y79-s21t-50852h82fsdc,EUR,BRL,2022-04-16 04:06:03,28.2
qskophye-3517-1e40-b59q-01858u69jdvq,VEF,VND,2022-01-18 01:43:13,12.86
oieyfvxn-1164-4v99-t46b-53998h66dugy,PEN,EUR,2021-09-11 04:37:22,70.87
uqvwadaz-8876-0h36-u64z-94857y92vmkz,CNY,BDT,2021-09-13 16:34:30,64.05
acovfevg-9198-4y84-f84t-09815y07aezj,THB,CNY,2021-07-22 21:53:00,18.33
rzmmzwat-3092-9k24-d08r-81627t73pqwd,PAB,SEK,2021-09-15 15:04:15,65.1
wmhdbjdo-4237-8n91-e52z-23270j19jssb,CNY,NOK,2022-05-07 12:05:45,74.84
kirvxzjj-1233-9b12-q18q-38005d81pmsv,EUR,BRL,2021-12-10 16:10:25,32.36
dkuiscns-6204-4t52-d10m-11791c51kszk,IDR,ARS,2022-03-21 20:27:49,28.44
fttdtxdk-4203-1s82-o38f-93362c48bcry,MYR,SLL,2021-09-09 08:17:44,97.3
rnzneowq-0979-2w72-p22e-82427y02fozt,RUB,PLN,2021-12-23 17:34:57,91.31
cqqfuzmx-9803-8c44-j42j-47959z42svfa,IDR,CNY,2022-04-05 21:15:39,14.31
gyggutdp-7076-2b97-g14k-79930d69jeto,MZN,CNY,2021-11-15 08:35:48,66.88
sdydombs-8037-1p71-q59y-40881b76ojdj,IDR,RUB,2022-04-30 15:56:45,30.86
bwstlcxd-1466-7y72-j35i-11648g75alyf,PLN,AFN,2022-01-09 16:47:34,30.83
jvzzemjp-4168-3q31-z74s-08388b49knqq,IDR,LSL,2022-04-26 22:01:27,11.03
qtlmhsog-2633-0p46-v05b-29939h91jjdv,EUR,RUB,2021-07-22 12:16:31,10.54
wbolkftb-3272-3b02-y91f-08875v92jqwt,RUB,BGN,2022-02-17 02:37:14,70.81
tpcdbjix-7586-3g61-x31g-29735e12aueq,SEK,ARS,2022-01-09 12:37:04,76.18
oakdxglw-2138-3t09-f60n-19536c24fqrx,CLP,MZN,2022-02-26 19:45:37,11.02
tohbfbyk-2432-8l04-y17a-74989a55eyos,AFN,THB,2021-08-21 17:41:56,51.85
xsnwofod-7158-9f38-p38e-74528f52pidr,EUR,MXN,2022-04-03 23:04:47,36.92
gymnjali-3609-7b26-x41c-95168v88bngb,SEK,USD,2022-06-15 10:37:24,36.48
kmehrsgr-0622-2u53-y97i-65536f85xigd,MXN,GTQ,2022-04-24 00:28:30,74.73
pbzmqfhn-5161-6z74-d97n-28570n47ugeg,PHP,USD,2021-07-28 06:50:44,85.4
gqpgnpfa-1058-9g86-m85f-67541k89omwb,ARS,BDT,2022-02-14 15:35:48,38.13
hrnueszn-6751-8n87-n80a-70009g76akcv,COP,PHP,2022-02-11 14:37:03,14.84
jitlbwmp-2484-7s25-s06x-71247q13ceof,MAD,CNY,2021-08-26 22:49:42,98.39
wvxugarl-9449-6w70-f33q-47327z10mtea,ARS,IDR,2022-03-18 10:30:41,23.13
cmyqmoen-8123-4y05-c58l-16667t78plub,XOF,CNY,2022-02-11 18:29:24,28.09
uctkfatr-9882-8x24-l00h-41820r55zrdd,CNY,PEN,2021-08-20 12:52:47,65.2
hmdsbkdm-5779-2c41-w39r-71826o57hpam,UZS,IDR,2022-03-21 02:13:57,41.51
kgdxbsde-7364-7r74-h67t-07310d59dhpg,CNY,AOA,2021-10-22 13:56:39,46.13
adyhzhfd-1846-9x90-q29y-36892u57poao,ARS,CNY,2022-04-30 03:44:55,45.58
zmifzuob-7592-8a11-w88j-59462k96awly,CNY,CNY,2021-10-09 21:41:32,12.75
acssnrot-6313-5t18-r35e-47903r01ymsq,IDR,KES,2021-10-25 15:27:12,17.29
jcavvwna-5507-5n18-e34f-51555q61ornz,RUB,IDR,2021-09-09 12:36:49,65.09
yotminjm-9946-1q92-d89y-84436d57reui,IDR,CNY,2022-01-21 01:38:37,67.4
isqoavii-7041-9u26-v67f-82174y71lokq,HNL,RUB,2021-10-01 01:58:43,27.23
yszamyoh-7832-5p80-z71l-63770s51ezeu,EUR,ARS,2021-07-26 16:39:12,58.3
ljuxmwng-0572-7y85-a12s-72027u40mlvc,IDR,BRL,2021-07-22 13:54:32,89.38
hwdfokyu-3106-2v75-s42t-06372x55ohri,RUB,EUR,2021-12-28 02:23:07,80.67
ithxsmlx-3788-3u84-u09t-24365g74wlnr,BAM,CZK,2022-03-21 09:03:51,16.98
pzgbdkly-4121-2k28-a19i-58974m45trgk,RUB,ARS,2021-11-16 08:36:18,39.64
pbdbndqp-0218-4y85-c90i-20297u21qavu,THB,CNY,2021-12-26 13:39:00,57.55
gvjtffdc-6198-5a94-x10k-54590u84srod,RUB,IDR,2022-04-05 17:30:49,25.07
elymhson-8057-6t38-k91a-65870t08odum,MXN,PLN,2021-12-26 02:08:49,41.2
tegngofq-8954-8n08-v79b-74330d33eoaq,IDR,SEK,2022-04-18 14:42:46,74.33
cnefsfsu-3708-4o94-h41f-04996f31ljua,CNY,TND,2021-11-04 05:18:04,99.53
gdhvoorj-9163-2k95-e76x-80680k28nmsc,EUR,AZN,2022-05-24 11:02:36,69.88
mxnflzvo-5229-9q45-b98a-35655z30pfbu,SEK,BGN,2022-04-05 05:39:26,95.28
tosvhnhb-0862-7x26-c00r-60572u74zwwo,CNY,MNT,2022-04-28 13:39:29,84.82
nzxfsuvs-9367-8s41-p68q-74414v37agym,BGN,EGP,2021-11-25 18:43:51,32.98
thlmfjzq-3327-2v36-n75h-64630o83fdbs,CNY,IDR,2022-06-07 04:20:12,67.0
cpuaackp-5903-7o20-c91e-32521i05sxmt,INR,IDR,2021-10-08 22:32:04,64.17
iywyvnxm-3841-1c47-q20l-34703n71pkga,RUB,CNY,2022-03-31 01:20:51,33.4
eqwozpfg-9338-6n23-s45o-85256v79crpn,CNY,EUR,2022-04-25 14:28:50,70.4
sxskquiy-6685-9h86-k15q-28685q27twrz,CNY,PLN,2021-07-22 01:06:30,18.09
lemorazr-6602-3p60-k11m-86074b52tccw,BYR,COP,2022-03-25 11:01:09,17.57
klicbnlb-2602-9x84-m58m-29348m00jssv,RSD,NGN,2022-02-21 08:32:50,92.8
mblhalbs-3041-3s35-g81e-88363l11xcur,IDR,SEK,2022-05-19 06:50:01,56.92
